Date,Close
10/5/2020 16:00:00,68.76
10/6/2020 16:00:00,69.98
10/7/2020 16:00:00,71.03
10/8/2020 16:00:00,70.07
10/9/2020 16:00:00,67.72
10/12/2020 16:00:00,68.02
10/13/2020 16:00:00,65.82
10/14/2020 16:00:00,65.72
10/15/2020 16:00:00,65.12
10/16/2020 16:00:00,64.82
10/19/2020 16:00:00,63.91
10/20/2020 16:00:00,64.46
10/21/2020 16:00:00,64.21
10/22/2020 16:00:00,66.35
10/23/2020 16:00:00,66.88
10/26/2020 16:00:00,64.68
10/27/2020 16:00:00,61.98
10/28/2020 16:00:00,60.76
10/29/2020 16:00:00,63.41
10/30/2020 16:00:00,62.81
11/2/2020 16:00:00,64.71
11/3/2020 16:00:00,64.99
11/4/2020 16:00:00,62.28
11/5/2020 16:00:00,63.47
11/6/2020 16:00:00,61.86
11/9/2020 16:00:00,79.1
11/10/2020 16:00:00,78.84
11/11/2020 16:00:00,73.41
11/12/2020 16:00:00,69.14
11/13/2020 16:00:00,74.7
11/16/2020 16:00:00,78.96
11/17/2020 16:00:00,78.96
11/18/2020 16:00:00,76.61
11/19/2020 16:00:00,80.63
11/20/2020 16:00:00,81.12
11/23/2020 16:00:00,85.41
11/24/2020 16:00:00,88.79
11/25/2020 16:00:00,87.19
11/27/2020 13:00:00,85.55
11/30/2020 16:00:00,82.57
12/1/2020 16:00:00,84.99
12/2/2020 16:00:00,87.25
12/3/2020 16:00:00,89.63
12/4/2020 16:00:00,93.91
12/7/2020 16:00:00,89.37
12/8/2020 16:00:00,90.11
12/9/2020 16:00:00,90.84
12/10/2020 16:00:00,90.44
12/11/2020 16:00:00,87.9
12/14/2020 16:00:00,87.32
12/15/2020 16:00:00,89.74
12/16/2020 16:00:00,88.28
12/17/2020 16:00:00,89.03
12/18/2020 16:00:00,85.43
12/21/2020 16:00:00,83.65
12/22/2020 16:00:00,83.72
12/23/2020 16:00:00,83.65
12/24/2020 13:00:00,84.37
12/28/2020 16:00:00,85.48
12/29/2020 16:00:00,83.29
12/30/2020 16:00:00,83.97
12/31/2020 16:00:00,85.28
1/4/2021 16:00:00,82.81
1/5/2021 16:00:00,83.17
1/6/2021 16:00:00,85.07
1/7/2021 16:00:00,85.13
1/8/2021 16:00:00,86.49
1/11/2021 16:00:00,83.14
1/12/2021 16:00:00,85.43
1/13/2021 16:00:00,88.87
1/14/2021 16:00:00,94.95
1/15/2021 16:00:00,93
1/19/2021 16:00:00,92.67
1/20/2021 16:00:00,95.29
1/21/2021 16:00:00,94.51
1/22/2021 16:00:00,95.49
1/25/2021 16:00:00,97.48
1/26/2021 16:00:00,99.05
1/27/2021 16:00:00,96.64
1/28/2021 16:00:00,97.51
1/29/2021 16:00:00,92.93
2/1/2021 16:00:00,92.94
2/2/2021 16:00:00,92.46
2/3/2021 16:00:00,93.38
2/4/2021 16:00:00,95.16
2/5/2021 16:00:00,96.75
2/8/2021 16:00:00,98.94
2/9/2021 16:00:00,102.55
2/10/2021 16:00:00,106.22
2/11/2021 16:00:00,109.27
2/12/2021 16:00:00,109.26
2/16/2021 16:00:00,109.98
2/17/2021 16:00:00,108.23
2/18/2021 16:00:00,106.52
2/19/2021 16:00:00,109.43
2/22/2021 16:00:00,112.77
2/23/2021 16:00:00,115.12
2/24/2021 16:00:00,119
2/25/2021 16:00:00,114.82
2/26/2021 16:00:00,112.92
3/1/2021 16:00:00,113.92
3/2/2021 16:00:00,111.68
3/3/2021 16:00:00,113.99
3/4/2021 16:00:00,110.11
3/5/2021 16:00:00,111.17
3/8/2021 16:00:00,111.7
3/9/2021 16:00:00,111
3/10/2021 16:00:00,114.31
3/11/2021 16:00:00,115.84
3/12/2021 16:00:00,117.85
3/15/2021 16:00:00,121.01
3/16/2021 16:00:00,117.19
3/17/2021 16:00:00,118.24
3/18/2021 16:00:00,116.82
3/19/2021 16:00:00,116.69
3/22/2021 16:00:00,115.25
3/23/2021 16:00:00,110.41
3/24/2021 16:00:00,109.4
3/25/2021 16:00:00,113.64
3/26/2021 16:00:00,114.67
3/29/2021 16:00:00,113.81
3/30/2021 16:00:00,115.39
3/31/2021 16:00:00,113.77
4/1/2021 16:00:00,115.2
4/5/2021 16:00:00,115.05
4/6/2021 16:00:00,116.49
4/7/2021 16:00:00,117.01
4/8/2021 16:00:00,114.33
4/9/2021 16:00:00,115.91
4/12/2021 16:00:00,114.74
4/13/2021 16:00:00,113.38
4/14/2021 16:00:00,113.76
4/15/2021 16:00:00,114.57
4/16/2021 16:00:00,117.12
4/19/2021 16:00:00,116.56
4/20/2021 16:00:00,114.26
4/21/2021 16:00:00,117.63
4/22/2021 16:00:00,115.65
4/23/2021 16:00:00,116.92
4/26/2021 16:00:00,120.17
4/27/2021 16:00:00,122.36
4/28/2021 16:00:00,123.1
4/29/2021 16:00:00,123.33
4/30/2021 16:00:00,121.74
5/3/2021 16:00:00,123.2
5/4/2021 16:00:00,121.36
5/5/2021 16:00:00,120.92
5/6/2021 16:00:00,122.92
5/7/2021 16:00:00,124.94
5/10/2021 16:00:00,126.75
5/11/2021 16:00:00,122.64
5/12/2021 16:00:00,117.62
5/13/2021 16:00:00,117.99
5/14/2021 16:00:00,122.18
5/17/2021 16:00:00,122.24
5/18/2021 16:00:00,122.57
5/19/2021 16:00:00,122.27
5/20/2021 16:00:00,122.57
5/21/2021 16:00:00,122.38
5/24/2021 16:00:00,124.64
5/25/2021 16:00:00,124.4
5/26/2021 16:00:00,126.7
5/27/2021 16:00:00,128.29
5/28/2021 16:00:00,128.49
6/1/2021 16:00:00,134.19
6/2/2021 16:00:00,135.19
6/3/2021 16:00:00,134.06
6/4/2021 16:00:00,132.27
6/7/2021 16:00:00,134
6/8/2021 16:00:00,135.71
6/9/2021 16:00:00,135.59
6/10/2021 16:00:00,134.54
6/11/2021 16:00:00,134.23
6/14/2021 16:00:00,133.28
6/15/2021 16:00:00,131.29
6/16/2021 16:00:00,130.73
6/17/2021 16:00:00,128.66
6/18/2021 16:00:00,125.33
6/21/2021 16:00:00,131.5
6/22/2021 16:00:00,130.25
6/23/2021 16:00:00,132.21
6/24/2021 16:00:00,130.62
6/25/2021 16:00:00,131.07
6/28/2021 16:00:00,130.2
6/29/2021 16:00:00,130.99
6/30/2021 16:00:00,130.48
7/1/2021 16:00:00,131.54
7/2/2021 16:00:00,129.63
7/6/2021 16:00:00,127.64
7/7/2021 16:00:00,125.79
7/8/2021 16:00:00,125.09
7/9/2021 16:00:00,129.69
7/12/2021 16:00:00,130.27
7/13/2021 16:00:00,126.61
7/14/2021 16:00:00,127.45
7/15/2021 16:00:00,126.54
7/16/2021 16:00:00,124.5
7/19/2021 16:00:00,117.19
7/20/2021 16:00:00,125.63
7/21/2021 16:00:00,127.93
7/22/2021 16:00:00,125.1
7/23/2021 16:00:00,124.15
7/26/2021 16:00:00,127.03
7/27/2021 16:00:00,125.87
7/28/2021 16:00:00,125.22
7/29/2021 16:00:00,125.92
7/30/2021 16:00:00,126.52
8/2/2021 16:00:00,126.32
8/3/2021 16:00:00,129.54
8/4/2021 16:00:00,128.7
8/5/2021 16:00:00,134.03
8/6/2021 16:00:00,135.2
8/9/2021 16:00:00,132.86
8/10/2021 16:00:00,132.11
8/11/2021 16:00:00,133.51
8/12/2021 16:00:00,133.85
8/13/2021 16:00:00,133.67
8/16/2021 16:00:00,130.97
8/17/2021 16:00:00,128.11
8/18/2021 16:00:00,128
8/19/2021 16:00:00,128.46
8/20/2021 16:00:00,128.77
8/23/2021 16:00:00,129.46
8/24/2021 16:00:00,132.56
8/25/2021 16:00:00,132.54
8/26/2021 16:00:00,131.04
8/27/2021 16:00:00,133.69
8/30/2021 16:00:00,133.41
8/31/2021 16:00:00,134.45
9/1/2021 16:00:00,135.81
9/2/2021 16:00:00,136.42
9/3/2021 16:00:00,135.75
9/7/2021 16:00:00,134.58
9/8/2021 16:00:00,132.14
9/9/2021 16:00:00,130.64
9/10/2021 16:00:00,127.9
9/13/2021 16:00:00,131.12
9/14/2021 16:00:00,129.56
9/15/2021 16:00:00,131.15
9/16/2021 16:00:00,132.67
9/17/2021 16:00:00,131.27
9/20/2021 16:00:00,129.52
9/21/2021 16:00:00,130.38
9/22/2021 16:00:00,133.64
9/23/2021 16:00:00,135.12
9/24/2021 16:00:00,133.85
9/27/2021 16:00:00,134.15
9/28/2021 16:00:00,133.71
9/29/2021 16:00:00,133.85
9/30/2021 16:00:00,129.97
10/1/2021 16:00:00,133.14
